treatment_num,salinity_treat,temp_treat,replicate_num,spore_release_date,analysis_date,days_post_release,settled_spore_count,settled_germ_tube_spores,area_um2,settled_spore_density,germ_tube_density,settlement_density_per_um2,settlement_density,view,image,oogonia_count,oogonia_density_per_um2,oogonia_density,gam_count,gam_density_per_um2,gam_density,gam_percent_cover,sex,m_f_ratio,gam_number,gam_size_wrong,gam_size_um2,sporophyte_count,sporophyte_density_per_um2,sporophyte_density,sporophyte_percent_cover,sporophyte_num,sporophyte_size_wrong_um2_next_is_mm2,sporophyte_size_um2,sporophyte_height_mm,blade_num,blade_wet_mass,blade_dry_mass,blade_length_cm,blade_width_cm,blade_thickness_mm,blade_area_cm2,cross_sec_num,cell_type,cell_num,cell_area_wrong,cell_area_um2
1,amb,amb,4,2024-04-30,2024-05-29,29,,,4636.993,,,,,2,IMG_1916,,,,16,0.003450512,3450.512002,1.300541105,,,6,0.03778,3.778,,,,,,,,,,,,,,,,,,,,
1,amb,amb,4,2024-04-30,2024-05-29,29,,,4636.993,,,,,2,IMG_1916,,,,16,0.003450512,3450.512002,1.300541105,,,7,0.01596,1.596,,,,,,,,,,,,,,,,,,,,
1,amb,amb,4,2024-04-30,2024-05-29,29,,,4636.993,,,,,2,IMG_1916,,,,16,0.003450512,3450.512002,1.300541105,,,8,0.02132,2.132,,,,,,,,,,,,,,,,,,,,
1,amb,amb,4,2024-04-30,2024-05-29,29,,,4636.993,,,,,3,IMG_1917,,,,16,0.003450512,3450.512002,1.300541105,,,9,0.03987,3.987,,,,,,,,,,,,,,,,,,,,
1,amb,amb,4,2024-04-30,2024-05-29,29,,,4636.993,,,,,3,IMG_1917,,,,16,0.003450512,3450.512002,1.300541105,,,10,0.03904,3.904,,,,,,,,,,,,,,,,,,,,
1,amb,amb,4,2024-04-30,2024-05-29,29,,,4636.993,,,,,3,IMG_1917,,,,16,0.003450512,3450.512002,1.300541105,,,11,0.02345,2.345,,,,,,,,,,,,,,,,,,,,
1,amb,amb,4,2024-04-30,2024-05-29,29,,,4636.993,,,,,3,IMG_1917,,,,16,0.003450512,3450.512002,1.300541105,,,12,0.05678,5.678,,,,,,,,,,,,,,,,,,,,
1,amb,amb,4,2024-04-30,2024-05-29,29,,,4636.993,,,,,3,IMG_1917,,,,16,0.003450512,3450.512002,1.300541105,,,13,0.04333,4.333,,,,,,,,,,,,,,,,,,,,
1,amb,amb,4,2024-04-30,2024-05-29,29,,,4636.993,,,,,3,IMG_1917,,,,16,0.003450512,3450.512002,1.300541105,,,14,0.05237,5.237,,,,,,,,,,,,,,,,,,,,
1,amb,amb,4,2024-04-30,2024-05-29,29,,,4636.993,,,,,3,IMG_1917,,,,16,0.003450512,3450.512002,1.300541105,,,15,0.07436,7.436,,,,,,,,,,,,,,,,,,,,
1,amb,amb,4,2024-04-30,2024-05-29,29,,,4636.993,,,,,3,IMG_1917,,,,16,0.003450512,3450.512002,1.300541105,,,16,0.03745,3.745,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,1,IMG_1918,,,,33,0.007090688,7090.688401,2.321620304,,,1,0.02281,2.281,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,1,IMG_1918,,,,33,0.007090688,7090.688401,2.321620304,,,2,0.03214,3.214,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,1,IMG_1918,,,,33,0.007090688,7090.688401,2.321620304,,,3,0.06839,6.839,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,1,IMG_1918,,,,33,0.007090688,7090.688401,2.321620304,,,4,0.03534,3.534,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,1,IMG_1918,,,,33,0.007090688,7090.688401,2.321620304,,,5,0.02829,2.829,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,1,IMG_1918,,,,33,0.007090688,7090.688401,2.321620304,,,6,0.02805,2.805,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,1,IMG_1918,,,,33,0.007090688,7090.688401,2.321620304,,,7,0.00885,0.885,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,1,IMG_1918,,,,33,0.007090688,7090.688401,2.321620304,,,8,0.04313,4.313,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,1,IMG_1918,,,,33,0.007090688,7090.688401,2.321620304,,,9,0.03897,3.897,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,1,IMG_1918,,,,33,0.007090688,7090.688401,2.321620304,,,10,0.03935,3.935,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,1,IMG_1918,,,,33,0.007090688,7090.688401,2.321620304,,,11,0.03659,3.659,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,1,IMG_1918,,,,33,0.007090688,7090.688401,2.321620304,,,12,0.03489,3.489,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,1,IMG_1918,,,,33,0.007090688,7090.688401,2.321620304,,,13,0.03009,3.009,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,1,IMG_1918,,,,33,0.007090688,7090.688401,2.321620304,,,14,0.02522,2.522,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,1,IMG_1918,,,,33,0.007090688,7090.688401,2.321620304,,,15,0.04585,4.585,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,1,IMG_1918,,,,33,0.007090688,7090.688401,2.321620304,,,16,0.03586,3.586,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,2,IMG_1919,,,,33,0.007090688,7090.688401,2.321620304,,,17,0.03456,3.456,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,2,IMG_1919,,,,33,0.007090688,7090.688401,2.321620304,,,18,0.0355,3.55,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,2,IMG_1919,,,,33,0.007090688,7090.688401,2.321620304,,,19,0.03703,3.703,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,2,IMG_1919,,,,33,0.007090688,7090.688401,2.321620304,,,20,0.03732,3.732,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,2,IMG_1919,,,,33,0.007090688,7090.688401,2.321620304,,,21,0.03445,3.445,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,2,IMG_1919,,,,33,0.007090688,7090.688401,2.321620304,,,22,0.01213,1.213,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,3,IMG_1920,,,,33,0.007090688,7090.688401,2.321620304,,,23,0.03552,3.552,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,3,IMG_1920,,,,33,0.007090688,7090.688401,2.321620304,,,24,0.02002,2.002,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,3,IMG_1920,,,,33,0.007090688,7090.688401,2.321620304,,,25,0.02962,2.962,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,3,IMG_1920,,,,33,0.007090688,7090.688401,2.321620304,,,26,0.02977,2.977,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,3,IMG_1920,,,,33,0.007090688,7090.688401,2.321620304,,,27,0.02928,2.928,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,3,IMG_1920,,,,33,0.007090688,7090.688401,2.321620304,,,28,0.02829,2.829,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,3,IMG_1920,,,,33,0.007090688,7090.688401,2.321620304,,,29,0.03119,3.119,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,3,IMG_1920,,,,33,0.007090688,7090.688401,2.321620304,,,30,0.02507,2.507,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,3,IMG_1920,,,,33,0.007090688,7090.688401,2.321620304,,,31,0.0405,4.05,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,3,IMG_1920,,,,33,0.007090688,7090.688401,2.321620304,,,32,0.03643,3.643,,,,,,,,,,,,,,,,,,,,
1,amb,amb,5,2024-04-30,2024-05-29,29,,,4653.991,,,,,3,IMG_1920,,,,33,0.007090688,7090.688401,2.321620304,,,33,0.02998,2.998,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,1,IMG_1921,,,,22,0.004693403,4693.403421,1.264253546,,,1,0.03316,3.316,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,1,IMG_1921,,,,22,0.004693403,4693.403421,1.264253546,,,2,0.03788,3.788,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,1,IMG_1921,,,,22,0.004693403,4693.403421,1.264253546,,,3,0.02842,2.842,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,1,IMG_1921,,,,22,0.004693403,4693.403421,1.264253546,,,4,0.02348,2.348,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,1,IMG_1921,,,,22,0.004693403,4693.403421,1.264253546,,,5,0.01889,1.889,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,1,IMG_1921,,,,22,0.004693403,4693.403421,1.264253546,,,6,0.00819,0.819,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,2,IMG_1922,,,,22,0.004693403,4693.403421,1.264253546,,,7,0.03044,3.044,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,2,IMG_1922,,,,22,0.004693403,4693.403421,1.264253546,,,8,0.02745,2.745,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,2,IMG_1922,,,,22,0.004693403,4693.403421,1.264253546,,,9,0.02658,2.658,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,2,IMG_1922,,,,22,0.004693403,4693.403421,1.264253546,,,10,0.01752,1.752,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,2,IMG_1922,,,,22,0.004693403,4693.403421,1.264253546,,,11,0.02527,2.527,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,3,IMG_1923,,,,22,0.004693403,4693.403421,1.264253546,,,12,0.0236,2.36,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,3,IMG_1923,,,,22,0.004693403,4693.403421,1.264253546,,,13,0.02714,2.714,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,3,IMG_1923,,,,22,0.004693403,4693.403421,1.264253546,,,14,0.02568,2.568,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,3,IMG_1923,,,,22,0.004693403,4693.403421,1.264253546,,,15,0.0316,3.16,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,3,IMG_1923,,,,22,0.004693403,4693.403421,1.264253546,,,16,0.03424,3.424,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,3,IMG_1923,,,,22,0.004693403,4693.403421,1.264253546,,,17,0.03885,3.885,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,3,IMG_1923,,,,22,0.004693403,4693.403421,1.264253546,,,18,0.02522,2.522,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,3,IMG_1923,,,,22,0.004693403,4693.403421,1.264253546,,,19,0.03066,3.066,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,3,IMG_1923,,,,22,0.004693403,4693.403421,1.264253546,,,20,0.02451,2.451,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,3,IMG_1923,,,,22,0.004693403,4693.403421,1.264253546,,,21,0.02807,2.807,,,,,,,,,,,,,,,,,,,,
1,amb,amb,6,2024-04-30,2024-05-29,29,,,4687.43,,,,,3,IMG_1923,,,,22,0.004693403,4693.403421,1.264253546,,,22,0.02576,2.576,,,,,,,,,,,,,,,,,,,,
2,amb,inc,1,2024-04-30,2024-05-29,29,,,4652.129,,,,,1,IMG_1926,,,,3,0.000644866,644.8660388,0.279893356,,,1,0.04927,4.927,,,,,,,,,,,,,,,,,,,,
2,amb,inc,1,2024-04-30,2024-05-29,29,,,4652.129,,,,,1,IMG_1926,,,,3,0.000644866,644.8660388,0.279893356,,,2,0.04239,4.239,,,,,,,,,,,,,,,,,,,,
2,amb,inc,1,2024-04-30,2024-05-29,29,,,4652.129,,,,,2,IMG_1927,,,,3,0.000644866,644.8660388,0.279893356,,,3,0.03855,3.855,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,1,IMG_1929,,,,21,0.004447246,4447.246445,1.347007416,,,1,0.04083,4.083,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,1,IMG_1929,,,,21,0.004447246,4447.246445,1.347007416,,,2,0.03822,3.822,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,1,IMG_1929,,,,21,0.004447246,4447.246445,1.347007416,,,3,0.03917,3.917,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,1,IMG_1929,,,,21,0.004447246,4447.246445,1.347007416,,,4,0.03865,3.865,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,2,IMG_1930,,,,21,0.004447246,4447.246445,1.347007416,,,5,0.02676,2.676,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,2,IMG_1930,,,,21,0.004447246,4447.246445,1.347007416,,,6,0.04619,4.619,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,2,IMG_1930,,,,21,0.004447246,4447.246445,1.347007416,,,7,0.02299,2.299,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,2,IMG_1930,,,,21,0.004447246,4447.246445,1.347007416,,,8,0.01539,1.539,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,2,IMG_1930,,,,21,0.004447246,4447.246445,1.347007416,,,9,0.02776,2.776,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,2,IMG_1930,,,,21,0.004447246,4447.246445,1.347007416,,,10,0.03188,3.188,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,2,IMG_1930,,,,21,0.004447246,4447.246445,1.347007416,,,11,0.02114,2.114,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,2,IMG_1930,,,,21,0.004447246,4447.246445,1.347007416,,,12,0.03513,3.513,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,2,IMG_1930,,,,21,0.004447246,4447.246445,1.347007416,,,13,0.03324,3.324,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,2,IMG_1930,,,,21,0.004447246,4447.246445,1.347007416,,,14,0.03387,3.387,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,3,IMG_1931,,,,21,0.004447246,4447.246445,1.347007416,,,15,0.03004,3.004,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,3,IMG_1931,,,,21,0.004447246,4447.246445,1.347007416,,,16,0.01651,1.651,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,3,IMG_1931,,,,21,0.004447246,4447.246445,1.347007416,,,17,0.0315,3.15,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,3,IMG_1931,,,,21,0.004447246,4447.246445,1.347007416,,,18,0.01967,1.967,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,3,IMG_1931,,,,21,0.004447246,4447.246445,1.347007416,,,19,0.03833,3.833,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,3,IMG_1931,,,,21,0.004447246,4447.246445,1.347007416,,,20,0.0205,2.05,,,,,,,,,,,,,,,,,,,,
2,amb,inc,2,2024-04-30,2024-05-29,29,,,4722.023,,,,,3,IMG_1931,,,,21,0.004447246,4447.246445,1.347007416,,,21,0.02829,2.829,,,,,,,,,,,,,,,,,,,,
2,amb,inc,3,2024-04-30,2024-05-29,29,,,4676.478,,,,,1,IMG_1932,,,,18,0.003849051,3849.050503,1.072751759,,,1,0.02183,2.183,,,,,,,,,,,,,,,,,,,,
2,amb,inc,3,2024-04-30,2024-05-29,29,,,4676.478,,,,,1,IMG_1932,,,,18,0.003849051,3849.050503,1.072751759,,,2,0.01369,1.369,,,,,,,,,,,,,,,,,,,,
2,amb,inc,3,2024-04-30,2024-05-29,29,,,4676.478,,,,,1,IMG_1932,,,,18,0.003849051,3849.050503,1.072751759,,,3,0.02784,2.784,,,,,,,,,,,,,,,,,,,,
2,amb,inc,3,2024-04-30,2024-05-29,29,,,4676.478,,,,,1,IMG_1932,,,,18,0.003849051,3849.050503,1.072751759,,,4,0.02851,2.851,,,,,,,,,,,,,,,,,,,,
2,amb,inc,3,2024-04-30,2024-05-29,29,,,4676.478,,,,,1,IMG_1932,,,,18,0.003849051,3849.050503,1.072751759,,,5,0.02493,2.493,,,,,,,,,,,,,,,,,,,,
2,amb,inc,3,2024-04-30,2024-05-29,29,,,4676.478,,,,,2,IMG_1933,,,,18,0.003849051,3849.050503,1.072751759,,,6,0.01613,1.613,,,,,,,,,,,,,,,,,,,,
2,amb,inc,3,2024-04-30,2024-05-29,29,,,4676.478,,,,,2,IMG_1933,,,,18,0.003849051,3849.050503,1.072751759,,,7,0.02426,2.426,,,,,,,,,,,,,,,,,,,,
2,amb,inc,3,2024-04-30,2024-05-29,29,,,4676.478,,,,,2,IMG_1933,,,,18,0.003849051,3849.050503,1.072751759,,,8,0.02249,2.249,,,,,,,,,,,,,,,,,,,,
2,amb,inc,3,2024-04-30,2024-05-29,29,,,4676.478,,,,,2,IMG_1933,,,,18,0.003849051,3849.050503,1.072751759,,,9,0.02796,2.796,,,,,,,,,,,,,,,,,,,,
2,amb,inc,3,2024-04-30,2024-05-29,29,,,4676.478,,,,,2,IMG_1933,,,,18,0.003849051,3849.050503,1.072751759,,,10,0.03353,3.353,,,,,,,,,,,,,,,,,,,,
2,amb,inc,3,2024-04-30,2024-05-29,29,,,4676.478,,,,,2,IMG_1933,,,,18,0.003849051,3849.050503,1.072751759,,,11,0.05337,5.337,,,,,,,,,,,,,,,,,,,,
2,amb,inc,3,2024-04-30,2024-05-29,29,,,4676.478,,,,,3,IMG_1934,,,,18,0.003849051,3849.050503,1.072751759,,,12,0.03166,3.166,,,,,,,,,,,,,,,,,,,,
2,amb,inc,3,2024-04-30,2024-05-29,29,,,4676.478,,,,,3,IMG_1934,,,,18,0.003849051,3849.050503,1.072751759,,,13,0.01619,1.619,,,,,,,,,,,,,,,,,,,,
2,amb,inc,3,2024-04-30,2024-05-29,29,,,4676.478,,,,,3,IMG_1934,,,,18,0.003849051,3849.050503,1.072751759,,,14,0.03028,3.028,,,,,,,,,,,,,,,,,,,,
2,amb,inc,3,2024-04-30,2024-05-29,29,,,4676.478,,,,,3,IMG_1934,,,,18,0.003849051,3849.050503,1.072751759,,,15,0.01864,1.864,,,,,,,,,,,,,,,,,,,,
2,amb,inc,3,2024-04-30,2024-05-29,29,,,4676.478,,,,,3,IMG_1934,,,,18,0.003849051,3849.050503,1.072751759,,,16,0.03043,3.043,,,,,,,,,,,,,,,,,,,,
2,amb,inc,3,2024-04-30,2024-05-29,29,,,4676.478,,,,,3,IMG_1934,,,,18,0.003849051,3849.050503,1.072751759,,,17,0.04615,4.615,,,,,,,,,,,,,,,,,,,,
2,amb,inc,3,2024-04-30,2024-05-29,29,,,4676.478,,,,,3,IMG_1934,,,,18,0.003849051,3849.050503,1.072751759,,,18,0.03378,3.378,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,1,IMG_1935,,,,31,0.006737834,6737.834134,2.799809167,,,1,0.03954,3.954,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,1,IMG_1935,,,,31,0.006737834,6737.834134,2.799809167,,,2,0.05351,5.351,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,1,IMG_1935,,,,31,0.006737834,6737.834134,2.799809167,,,3,0.04108,4.108,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,1,IMG_1935,,,,31,0.006737834,6737.834134,2.799809167,,,4,0.04242,4.242,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,1,IMG_1935,,,,31,0.006737834,6737.834134,2.799809167,,,5,0.02923,2.923,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,1,IMG_1935,,,,31,0.006737834,6737.834134,2.799809167,,,6,0.04807,4.807,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,1,IMG_1935,,,,31,0.006737834,6737.834134,2.799809167,,,7,0.03688,3.688,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,1,IMG_1935,,,,31,0.006737834,6737.834134,2.799809167,,,8,0.04648,4.648,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,1,IMG_1935,,,,31,0.006737834,6737.834134,2.799809167,,,9,0.01362,1.362,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,1,IMG_1935,,,,31,0.006737834,6737.834134,2.799809167,,,10,0.0202,2.02,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,1,IMG_1935,,,,31,0.006737834,6737.834134,2.799809167,,,11,0.04278,4.278,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,1,IMG_1935,,,,31,0.006737834,6737.834134,2.799809167,,,12,0.05075,5.075,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,1,IMG_1935,,,,31,0.006737834,6737.834134,2.799809167,,,13,0.057,5.7,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,1,IMG_1935,,,,31,0.006737834,6737.834134,2.799809167,,,14,0.0482,4.82,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,2,IMG_1936,,,,31,0.006737834,6737.834134,2.799809167,,,15,0.03427,3.427,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,2,IMG_1936,,,,31,0.006737834,6737.834134,2.799809167,,,16,0.06463,6.463,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,2,IMG_1936,,,,31,0.006737834,6737.834134,2.799809167,,,17,0.06173,6.173,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,2,IMG_1936,,,,31,0.006737834,6737.834134,2.799809167,,,18,0.03359,3.359,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,2,IMG_1936,,,,31,0.006737834,6737.834134,2.799809167,,,19,0.0752,7.52,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,2,IMG_1936,,,,31,0.006737834,6737.834134,2.799809167,,,20,0.03771,3.771,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,3,IMG_1937,,,,31,0.006737834,6737.834134,2.799809167,,,21,0.02957,2.957,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,3,IMG_1937,,,,31,0.006737834,6737.834134,2.799809167,,,22,0.02254,2.254,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,3,IMG_1937,,,,31,0.006737834,6737.834134,2.799809167,,,23,0.04254,4.254,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,3,IMG_1937,,,,31,0.006737834,6737.834134,2.799809167,,,24,0.04114,4.114,,,,,,,,,,,,,,,,,,,,
2,amb,inc,4,2024-04-30,2024-05-29,29,,,4600.885,,,,,3,IMG_1937,,,,31,0.006737834,6737.834134,2.799809167,,,25,0.04011,4.011,,,,,,,,,,,,,,,,,,,,
